fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,country,intersection_directions_french,access_days_time_french,bd_blends_french,groups_with_access_code_french,hydrogen_is_retail,access_code,access_detail_code,federal_agency_code,facility_type,cng_dispenser_num,cng_on_site_renewable_source,cng_total_compression_capacity,cng_storage_capacity,lng_on_site_renewable_source,e85_other_ethanol_blends,ev_pricing,ev_pricing_french,lpg_nozzle_types,hydrogen_pressures,hydrogen_standards,cng_fill_type_code,cng_psi,cng_vehicle_class,lng_vehicle_class,ev_on_site_renewable_source,georeference,location
ELEC,OSSINING OPS CENTER,101 Briarcliff-Peekskill Pkwy,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.178557,-73.840250,2022-03-29,188106,2022-03-29T00:38:17,,,,2021-04-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.84025 41.178557),POINT(-73.840250 41.178557)
ELEC,"SUNY BROOME SUNY BROOME #2",907 Front St,,Binghamton,NY,13905,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.135464,-75.912721,2022-03-29,181006,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-75.912721 42.135464),POINT(-75.912721 42.135464)
ELEC,HIGHWAY BALLSTON TH,323 Charlton Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.950388,-73.905468,2022-03-29,189147,2022-03-29T00:38:17,,,,2021-05-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.905468 42.950388),POINT(-73.905468 42.950388)
ELEC,NYSE Thruway - Exit 27 - Amsterdam,NY State Thruway,,Amsterdam,NY,12010,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.924855,-74.200267,2021-05-06,187170,2021-12-06T18:36:15,P,,,2021-03-22,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,POINT (-74.200267 42.924855),POINT(-74.200267 42.924855)
ELEC,BURNS MGT BROOM SHOP 6,6 Broom Shop Ln,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.740052,-73.790525,2022-03-29,193395,2022-03-29T00:38:17,,,,2021-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.790525 42.740052),POINT(-73.790525 42.740052)
LPG,U-Haul,2494 Corning Rd,,Elmira Heights,NY,14903,,607-796-2621,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,GPS,42.150630,-76.833014,2021-06-07,67594,2022-02-22T14:31:10,P,,,2015-06-01,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"QUICK_CONNECT"", ""ACME",,,,,,,,POINT (-76.833014 42.15063),POINT(-76.833014 42.150630)
ELEC,MUNICIPAL EVSE ELM STREET 1,24 Elm St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.309420,-73.646290,2022-03-29,155242,2022-03-29T00:38:17,,,,2020-04-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.64629 43.30942),POINT(-73.646290 43.309420)
ELEC,NORTHTOWNKIA STATION2,3900 Sheridan Dr,,Amherst,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.980373,-78.789060,2022-03-29,201818,2022-03-29T00:38:17,,,,2021-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.78906 42.980373),POINT(-78.789060 42.980373)
ELEC,854ELLICOTT 589 ELLICOTT 5,589 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.895811,-78.868299,2022-03-29,181839,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.868299 42.895811),POINT(-78.868299 42.895811)
ELEC,"HUDSON PRESERVE BLDG 22 #3",12 Brooke Cir,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.733753,-73.727530,2022-03-29,143196,2022-03-29T00:38:17,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.72753 42.733753),POINT(-73.727530 42.733753)
ELEC,The Wick Hotel - Tesla Destination,41 Cross St,,Hudson,NY,12534,,833-843-9425  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.253073,-73.796003,2020-11-03,114956,2021-03-11T23:22:17,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-73.796003 42.253073),POINT(-73.796003 42.253073)
ELEC,The Shops at Nanuet,75 S Middletown Rd,,Nanuet,NY,10954,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,41.094148,-74.012970,2022-03-29,199030,2022-03-29T04:29:06,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.01297 41.094148),POINT(-74.012970 41.094148)
ELEC,Rouses Point,139 Lake St,,Rouses Point,NY,12979,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,200-9,44.991537,-73.363990,2020-04-08,65302,2021-03-11T23:22:17,LG,,,2018-04-01,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,POINT (-73.36399 44.991537),POINT(-73.363990 44.991537)
ELEC,Grand Ave Bus Depot & Central Maintenance Facility,4805 Grand Ave,,Maspeth,NY,11378,,866-816-7584,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,40.717426,-73.920236,2020-04-08,123115,2021-03-11T23:22:17,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,POINT (-73.9202355 40.7174257),POINT(-73.920236 40.717426)
CNG,Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,,Valhalla,NY,10595,,914-789-6723,E,,Public - Card key at all times,"9am-2pm, 4pm-9pm daily; call 718-204-4048 to arrange for card key",,,Q,3600,,,,,,,200-9,41.081830,-73.825183,2021-09-10,51610,2022-02-10T19:42:29,T,,,2013-03-01,,MD,,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,UTILITY,1,,425,,,,,,,,,Q,3600,MD,,,POINT (-73.825183 41.08183),POINT(-73.825183 41.081830)
ELEC,"Mirbeau Inn & Spa, Skaneateles - Tesla Destination",851 Genesee Street Rd,,Skaneateles,NY,13152,,877-647-2328  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.944626,-76.443793,2020-11-03,115238,2021-03-11T23:22:17,P,,,2015-06-09,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-76.443793 42.944626),POINT(-76.443793 42.944626)
ELEC,SIENA COLLEGE SIENAHALL EVSE1,Friars Dr.,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.718662,-73.753850,2022-03-29,193842,2022-03-29T00:38:17,,,,2021-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.75385 42.718662),POINT(-73.753850 42.718662)
ELEC,RRH RIEDMAN CTR NG2,1455 East Ridge Road,,Rochester,NY,14621,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.197440,-77.578415,2022-03-29,174296,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.578415 43.19744),POINT(-77.578415 43.197440)
ELEC,STRAND THEATRE THE STRAND,3092 NY-28,,Old Forge,NY,13420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.710848,-74.972152,2022-03-29,162293,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.972152 43.710848),POINT(-74.972152 43.710848)
ELEC,"ERLOWEST ERLOWEST #1",3178 Lake Shore Drive,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.447617,-73.695690,2022-03-29,162143,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.69569 43.447617),POINT(-73.695690 43.447617)
ELEC,TWN OF BALLSTON STATION 2,2 Lawmar Ln Town of Ballston Library,,Ballston,NY,12027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.909730,-73.890680,2022-03-29,191536,2022-03-29T00:38:17,,,,2021-06-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.89068 42.90973),POINT(-73.890680 42.909730)
ELEC,Bob Johnson Chevrolet,1271 W Ridge Rd,,Rochester,NY,14615,,855-825-9684,E,,Public,24 hours daily; for customer use only,,,,,,1,1,,Non-Networked,,200-9,43.203546,-77.661537,2021-09-10,80871,2022-02-10T19:42:29,P,,,2010-01-01,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-77.661537 43.203546),POINT(-77.661537 43.203546)
ELEC,233 LAKE AVE GROVE 1.1,233 Lake Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.085484,-73.765660,2022-03-29,182060,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.76566 43.085484),POINT(-73.765660 43.085484)
ELEC,WFM - NORTHEAST WHOLE FOODS 1,214 3rd St,,Gowanus,NY,11215,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.674844,-73.989457,2022-03-29,197695,2022-03-29T00:38:17,,,,2021-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.989457 40.674844),POINT(-73.989457 40.674844)
ELEC,SRYMCASSB WILTON 1.2,20 Old Gick Rd,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.105800,-73.749300,2022-03-29,183725,2022-03-29T00:38:17,,,,2021-02-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.7493 43.1058),POINT(-73.749300 43.105800)
ELEC,QUEENSBURY TOWN HOVEY POND 2,21 Lafayette Street,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.329773,-73.665245,2022-03-29,181130,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.665245 43.329773),POINT(-73.665245 43.329773)
ELEC,Westchester County Department of Health,134 Main St,,White Plains,NY,10601,,866-816-7584,E,,Public,24 hours daily,,,,,,3,,,EV Connect,http://evconnect.com/,200-8,41.031941,-73.769376,2020-06-09,94865,2021-03-11T23:22:17,LG,,,2014-07-06,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,POINT (-73.769376 41.031941),POINT(-73.769376 41.031941)
ELEC,TSS ALBANY STATION 9 & 10,2 Commerce Park Dr,,Schenectady,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.833065,-73.903824,2022-03-29,183227,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.903824 42.833065),POINT(-73.903824 42.833065)
ELEC,Holiday Inn - Queensbury,216 Corinth Rd,,Queensbury,NY,12804,,518-691-3119,E,,Public,24 hours daily,,,,,,4,,,LIVINGSTON,https://www.solution.energy/evse/,GPS,43.299597,-73.680142,2021-06-07,189521,2022-02-10T19:42:29,P,,,2020-11-25,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,NONE,POINT (-73.680142 43.299597),POINT(-73.680142 43.299597)
ELEC,BROAD MANAGMENT STATION 2,70 Hatfield Ln,,Goshen,NY,10924,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.397903,-74.341796,2022-03-29,197068,2022-03-29T00:38:17,,,,2021-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.341796 41.397903),POINT(-74.341796 41.397903)
ELEC,NYSE Thruway - NYPA,8700 Vallance Rd,,Le Roy,NY,14482,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts PayPal,A APPLE_PAY D M V,,,,,,2,,EV Connect,http://evconnect.com/,GPS,43.031125,-77.906025,2021-06-07,190225,2021-12-06T18:36:15,LG,,,2021-03-12,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STATE_GOV,,,,,,,,,,,,,,,,,POINT (-77.906025 43.031125),POINT(-77.906025 43.031125)
ELEC,CITY HALL 12534 CITY HALL 2,542 Warren St,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.249110,-73.784680,2022-03-29,174708,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.78468 42.24911),POINT(-73.784680 42.249110)
ELEC,DELAWARE CHARGE DELAWARE APL 1,331 Delaware Ave,,Albany,NY,12209,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.643265,-73.778321,2022-03-29,192676,2022-03-29T00:38:17,,,,2021-07-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.778321 42.643265),POINT(-73.778321 42.643265)
ELEC,Bard College,11 Henderson Circle Dr,,Annandale-on-Hudson,NY,12504,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.020108,-73.907296,2020-05-06,123057,2021-03-11T23:22:17,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,POINT (-73.9072956 42.0201084),POINT(-73.907296 42.020108)
ELEC,Bellreng Automotive and Towing,2131 Eggert Rd,,Amherst,NY,14226,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.979515,-78.821500,2021-11-04,197536,2022-02-10T19:42:29,P,,,2021-10-04,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AUTO_REPAIR,,,,,,,,,,,,,,,,,POINT (-78.8214996823335 42.9795146985502),POINT(-78.821500 42.979515)
ELEC,BETHLEHEM EV ADAMS 1,123 Adams St,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.623551,-73.835755,2022-03-29,190462,2022-03-29T00:38:17,,,,2021-06-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.835755 42.623551),POINT(-73.835755 42.623551)
ELEC,Town of Keene - Town Hall,1300 Hurricane Rd,,Keene,NY,12942,,518-576-4444,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,44.254853,-73.789435,2020-02-06,153284,2021-03-11T23:22:17,LG,,,2019-06-24,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free; donations encouraged,,,,,,,,,,POINT (-73.789435 44.254853),POINT(-73.789435 44.254853)
ELEC,Carnegie Hill,215 E 96th St,,New York,NY,10128,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.784865,-73.948526,2022-03-29,164751,2022-03-29T02:05:23,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,POINT (-73.948526 40.784865),POINT(-73.948526 40.784865)
ELEC,BURNS MGT OXFORD 4,6203 Johnston Rd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.685296,-73.870736,2022-03-29,173864,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.870736 42.685296),POINT(-73.870736 42.685296)
ELEC,HARMONY MILLS 1 WEST 2 2.4,50 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.778393,-73.702710,2022-03-29,149626,2022-03-29T00:38:17,,,,2019-11-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.70271 42.778393),POINT(-73.702710 42.778393)
ELEC,Little Man Parking (Queens West) - Tesla Destination,4-76  47th Ave,,Long Island City,NY,11109,,718-606-1760  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.745810,-73.955812,2020-11-03,114970,2021-03-11T23:22:17,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.955812 40.74581),POINT(-73.955812 40.745810)
ELEC,OMG EV CHARGER EVCHARGER1,656 Co Hwy 33,,Cooperstown,NY,13326,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.626186,-74.945045,2022-03-29,203017,2022-03-29T00:38:17,,,,2021-12-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.945045 42.626186),POINT(-74.945045 42.626186)
ELEC,Bay Ridge Nissan,6501 5th Ave,,Brooklyn,NY,11220,,718-238-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.636324,-74.019228,2020-06-09,44327,2021-03-11T23:22:17,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,POINT (-74.019228 40.636324),POINT(-74.019228 40.636324)
ELEC,EVPASS R JFKA-1,506 West Embargo Street,,Rome,NY,13440,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.218845,-75.463188,2022-03-29,162514,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-75.463188 43.218845),POINT(-75.463188 43.218845)
ELEC,"Stop & Shop #566 - Arverne By-the-sea",70-20 Rockaway Beach Blvd,,Queens,NY,11692,,888-264-2208,E,,Public,6am-12am,,,,,,2,,2,Volta,https://voltacharging.com/,GPS,40.589841,-73.800082,,212485,2022-03-25T20:14:01,P,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.800082 40.589841),POINT(-73.800082 40.589841)
ELEC,Center Park 250 Albany - Tesla Destination,250 Albany St,,Manhattan,NY,10280,,212-945-1876  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.709643,-74.015239,2020-11-03,150574,2021-03-11T23:22:17,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-74.015239 40.709643),POINT(-74.015239 40.709643)
ELEC,National Grid Liverpool NY,7437 Henry Clay Blvd,,Liverpool,NY,13088,,855-885-9571,E,,Public,,,,,,,6,,,OpConnect,http://www.opconnect.com/,GPS,43.130229,-76.187377,2022-03-29,121645,2022-03-29T05:01:38,,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.187377 43.130229),POINT(-76.187377 43.130229)
ELEC,NATIONAL GRID UNION COLLEGE,670 Liberty St,,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.814021,-73.934518,2022-03-29,162225,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.934518 42.814021),POINT(-73.934518 42.814021)
ELEC,SUNY ADIRONDACK SUNY ACC 1.2,640 Bay Rd,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.355194,-73.654090,2022-03-29,181425,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.65409 43.355194),POINT(-73.654090 43.355194)
ELEC,"The Inn at Cooperstown, a Select Registry Property - Tesla Destination",16 Chestnut St,,Cooperstown,NY,13326,,607-547-5756  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.701630,-74.926982,2020-11-03,114925,2021-03-11T23:22:17,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,POINT (-74.926982 42.70163),POINT(-74.926982 42.701630)
ELEC,NYC FLEET DPROCBRZAC_1_L3,625 Father Capodanno Blvd,,South Beach,NY,10305,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.582970,-74.075270,2022-03-29,184949,2022-03-29T00:38:17,,,,2021-02-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.07527 40.58297),POINT(-74.075270 40.582970)
ELEC,ERIE COUNTY GROVER CLEVELAN,3781 main street,,Amerst,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.957832,-78.810768,2022-03-29,165269,2022-03-29T00:38:17,,,,2020-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.810768 42.957832),POINT(-78.810768 42.957832)
ELEC,ICE RINK LIBRARY,9 Division St,,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.077730,-73.948650,2022-03-29,149087,2022-03-29T00:38:17,,,,2019-11-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.94865 42.07773),POINT(-73.948650 42.077730)
ELEC,Atlantic Center - Tesla Supercharger,625 Atlantic Avenue B12,,Brooklyn,NY,11217,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,40.683715,-73.974337,2021-10-11,149300,2021-11-04T18:37:47,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,POINT (-73.974337 40.683715),POINT(-73.974337 40.683715)
ELEC,159 WOLF OFFBLD 159 WOLF RIGHT,159 Wolf Rd,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.721222,-73.801094,2022-03-29,185652,2022-03-29T00:38:17,,,,2021-03-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.801094 42.721222),POINT(-73.801094 42.721222)
ELEC,THE SAGAMORE SAGAMORE 1.1,433 Boathouse Ln,,Bolton,NY,12814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.557083,-73.645220,2022-03-29,175038,2022-03-29T00:38:17,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.64522 43.557083),POINT(-73.645220 43.557083)
ELEC,BNL NSLS-II LOB-4,Loop Rd,,Upton,NY,11961,,,E,,Public - Credit card at all times,24 hours daily,A D M V,,,,,2,,,Non-Networked,,GPS,40.862723,-72.872473,2021-02-22,184440,2021-08-04T00:01:52,FG,8.0,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,DOE,FED_GOV,,,,,,,,,,,,,,,,,POINT (-72.872473 40.862723),POINT(-72.872473 40.862723)
ELEC,BMW CAR SHARING THE SOLAIRE ST1,20 River Terrace,,New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.716305,-74.016194,2022-03-29,162413,2022-03-29T00:38:17,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.016194 40.716305),POINT(-74.016194 40.716305)
ELEC,ADAMS STATION 101 ASTOR CT,101 Astor Ct,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.609016,-73.846760,2022-03-29,165399,2022-03-29T00:38:17,,,,2020-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.84676 42.609016),POINT(-73.846760 42.609016)
E85,Mobil,4221 Walden Ave,,Lancaster,NY,14086,,716-685-5041,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-9,42.923706,-78.621024,2022-01-10,186506,2022-03-08T22:36:06,P,,,2021-03-11,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,POINT (-78.621024 42.923706),POINT(-78.621024 42.923706)
